5764,AgeGender,AGE,-7.93337470791819
5764,AgeGender,GENDER,-12.118047697772726
5765,AgeGender,AGE,-7.93337470791819
5765,AgeGender,GENDER,-12.118047697772726
5766,AgeGender,AGE,-7.93337470791819
5766,AgeGender,GENDER,-12.118047697772726
5767,AgeGender,AGE,27.279912843
5767,AgeGender,GENDER,0.8435378201999999
5768,AgeGender,AGE,-11.63519435515
5768,AgeGender,GENDER,53.51794859013572
5769,AgeGender,AGE,-11.63519435515
5769,AgeGender,GENDER,53.51794859013572
5770,AgeGender,AGE,-11.63519435515
5770,AgeGender,GENDER,53.51794859013572
5771,AgeGender,AGE,27.279912843
5771,AgeGender,GENDER,0.8435378201999999
5772,AgeGender,AGE,17.185440641938467
5772,AgeGender,GENDER,-3.226760182246155
5773,AgeGender,AGE,17.185440641938467
5773,AgeGender,GENDER,-3.226760182246155
5774,AgeGender,AGE,17.185440641938467
5774,AgeGender,GENDER,-3.226760182246155
5775,AgeGender,AGE,27.279912843
5775,AgeGender,GENDER,0.8435378201999999
5776,AgeGender,AGE,12.409379647518753
5776,AgeGender,GENDER,-16.92099746459375
5777,AgeGender,AGE,12.409379647518753
5777,AgeGender,GENDER,-16.92099746459375
5778,AgeGender,AGE,12.409379647518753
5778,AgeGender,GENDER,-16.92099746459375
5779,AgeGender,AGE,27.279912843
5779,AgeGender,GENDER,0.8435378201999999
5780,AgeGender,AGE,42.23201183264706
5780,AgeGender,GENDER,-3.751959257758823
5781,AgeGender,AGE,42.23201183264706
5781,AgeGender,GENDER,-3.751959257758823
5782,AgeGender,AGE,42.23201183264706
5782,AgeGender,GENDER,-3.751959257758823
5783,AgeGender,AGE,27.279912843
5783,AgeGender,GENDER,0.8435378201999999
5784,AgeGender,AGE,8.54472305656875
5784,AgeGender,GENDER,-4.763484672643749
5785,AgeGender,AGE,8.54472305656875
5785,AgeGender,GENDER,-4.763484672643749
5786,AgeGender,AGE,8.54472305656875
5786,AgeGender,GENDER,-4.763484672643749
5787,AgeGender,AGE,27.279912843
5787,AgeGender,GENDER,0.8435378201999999
5788,AgeGender,AGE,45.62034344746876
5788,AgeGender,GENDER,43.49308645559375
5789,AgeGender,AGE,45.62034344746876
5789,AgeGender,GENDER,43.49308645559375
5790,AgeGender,AGE,45.62034344746876
5790,AgeGender,GENDER,43.49308645559375
5791,AgeGender,AGE,27.279912843
5791,AgeGender,GENDER,0.8435378201999999
5792,AgeGender,AGE,60.21956483126667
5792,AgeGender,GENDER,-2.994756493793333
5793,AgeGender,AGE,60.21956483126667
5793,AgeGender,GENDER,-2.994756493793333
5794,AgeGender,AGE,60.21956483126667
5794,AgeGender,GENDER,-2.994756493793333
5795,AgeGender,AGE,27.279912843
5795,AgeGender,GENDER,0.8435378201999999
5796,AgeGender,AGE,-16.017916524506667
5796,AgeGender,GENDER,-3.238147366739999
5797,AgeGender,AGE,-16.017916524506667
5797,AgeGender,GENDER,-3.238147366739999
5798,AgeGender,AGE,-16.017916524506667
5798,AgeGender,GENDER,-3.238147366739999
5799,AgeGender,AGE,27.279912843
5799,AgeGender,GENDER,0.8435378201999999
5800,AgeGender,AGE,20.157376560053333
5800,AgeGender,GENDER,12.118031807913336
5801,AgeGender,AGE,20.157376560053333
5801,AgeGender,GENDER,12.118031807913336
5802,AgeGender,AGE,20.157376560053333
5802,AgeGender,GENDER,12.118031807913336
5803,AgeGender,AGE,27.279912843
5803,AgeGender,GENDER,0.8435378201999999
5804,AgeGender,AGE,4.0427824158117645
5804,AgeGender,GENDER,-9.925106509223529
5805,AgeGender,AGE,4.0427824158117645
5805,AgeGender,GENDER,-9.925106509223529
5806,AgeGender,AGE,4.0427824158117645
5806,AgeGender,GENDER,-9.925106509223529
5807,AgeGender,AGE,27.279912843
5807,AgeGender,GENDER,0.8435378201999999
5808,AgeGender,AGE,47.673154142756246
5808,AgeGender,GENDER,4.779025268325
5809,AgeGender,AGE,47.673154142756246
5809,AgeGender,GENDER,4.779025268325
5810,AgeGender,AGE,47.673154142756246
5810,AgeGender,GENDER,4.779025268325
5811,AgeGender,AGE,27.279912843
5811,AgeGender,GENDER,0.8435378201999999
5812,AgeGender,AGE,43.03146740403636
5812,AgeGender,GENDER,-5.474343374388634
5813,AgeGender,AGE,43.03146740403636
5813,AgeGender,GENDER,-5.474343374388634
